"Numéro","Nom","Rang","Bac","","Bulletins","L. Motiv.","Libre","Limite","Ent. FA","Remarque","","EVALN"
"771171","#REF!","444/1724","S Sciences de la vie et de la terre  "," ","1.5","1","0","","x","","",""
"793739","#REF!","690/1724","S Sciences de la vie et de la terre  "," ","1.5","-0.5","0","","","","",""
"806022","#REF!","1042/1724","S Sciences de la vie et de la terre  "," ","-1","-0.5","-1","x","","","",""
"808243","#REF!","889/1724","S Sciences de la vie et de la terre  "," ","1","0","0","","","","",""
"815314","#REF!","517/1724","S Sciences de la vie et de la terre  "," ","1.5","1","0","","","","",""
"1162863","#REF!","1236/1724","  Sciences et technologie industrielles Génie électronique"," ","-1","0","","","","","",""
"1140403","#REF!","1229/1724","  Sciences et technologie industrielles Génie électrotechnique"," ","0","0","","x","","","",""
"1037081","#REF!","820/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-1","0","-2","","","","",""
"1043894","#REF!","793/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-1","0","","","","","",""
"1062377","#REF!","559/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","1","0","-10","?","","","",""
"1080895","#REF!","531/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","1","0","","","","","",""
"1096438","#REF!","954/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-1","0","-3","","","","",""
"1103879","#REF!","611/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0.5","0","-10","","","","",""
"1122514","#REF!","869/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-2","0","","","","","",""
"1126661","#REF!","646/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0.5","1","","","","","",""
"1139660","#REF!","1137/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-2","-0.5","","","","","",""
"1160463","#REF!","901/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0","0","","","","","",""
"1175040","#REF!","1062/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-2.5","0","","","","","",""
"1194007","#REF!","641/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","1","0","-10","","","","",""
"1196455","#REF!","1090/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","-1","-0.5","-5","","","","",""
"1207614","#REF!","1037/1724","  Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique"," ","0","1","","","","","",""
"1035953","#REF!","592/1724","  Scientifique Informatique et Sciences du numérique"," ","0","-0.5","0.5","","","","",""
"1040556","#REF!","499/1724","  Scientifique Informatique et Sciences du numérique"," ","","","-10","","","","",""
"1052282","#REF!","556/1724","  Scientifique Informatique et Sciences du numérique"," ","0","0","","","","","",""
"1068019","#REF!","526/1724","  Scientifique Informatique et Sciences du numérique"," ","-0.5","0.5","","","","","",""
"1085882","#REF!","631/1724","  Scientifique Informatique et Sciences du numérique"," ","-2","0","","","","","",""
"1119976","#REF!","600/1724","  Scientifique Informatique et Sciences du numérique"," ","-0.5","0","-5","","","","",""
"1151053","#REF!","533/1724","  Scientifique Informatique et Sciences du numérique"," ","0","0","","","","","",""
"1165449","#REF!","747/1724","  Scientifique Informatique et Sciences du numérique"," ","0","0","","","","","",""
"1166161","#REF!","756/1724","  Scientifique Informatique et Sciences du numérique"," ","0.5","-0.5","","","","","",""
"1009087","#REF!","888/1724","  Scientifique Sciences de la vie et de la terre"," ","0.5","0","","","","","",""
"1009529","#REF!","739/1724","  Scientifique Sciences de la vie et de la terre"," ","0.5","0.5","","","","","",""
"1014890","#REF!","771/1724","  Scientifique Sciences de la vie et de la terre"," ","0.5","0.5","","","","","",""
"1030464","#REF!","885/1724","  Scientifique Sciences de la vie et de la terre"," ","-2","-0.5","","","","","",""
"1039698","#REF!","495/1724","  Scientifique Sciences de la vie et de la terre"," ","1","0","","","","","",""
"1045401","#REF!","1011/1724","  Scientifique Sciences de la vie et de la terre"," ","0.5","0.5","","","","","",""
"1054115","#REF!","907/1724","  Scientifique Sciences de la vie et de la terre"," ","0","-0.5","","","","","",""
"1060693","#REF!","656/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0","2","","","","",""
"1085310","#REF!","845/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0.5","","x","","","",""
"1091251","#REF!","694/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0","","","","","",""
"1103857","#REF!","735/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0.5","","","","","",""
"1116616","#REF!","578/1724","  Scientifique Sciences de la vie et de la terre"," ","?","0","","","","","",""
"1145911","#REF!","667/1724","  Scientifique Sciences de la vie et de la terre"," ","0.5","0.5","","","","","",""
"1152129","#REF!","661/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0.5","","","","","",""
"1173854","#REF!","743/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0","","","","","",""
"1188033","#REF!","1008/1724","  Scientifique Sciences de la vie et de la terre"," ","0","0","-1","","","","",""
"1203277","#REF!","616/1724","  Scientifique Sciences de la vie et de la terre"," ","-2","-0.5","-5","","","","",""
